"start_typeName","start_depthzone","start_alongshorezone","end_typeName","end_depthzone","end_alongshorezone","typeName","id","parentID","origID","time","horizPos1","horizPos2","vertPos","track","alive","age","ageInStage","number","size","weight","temperature","salinity"
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",6,"benthic.juvenile",8569,8569,8569,"1997-09-11 11:20:00",-157.06456,56.57228,36.76683,"-157.06456:56.57228:-36.76683;-157.06456:56.57228:-36.76683;","false",252.97222,0.01389,600,42.00893,0,8.93025,32.01166
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",9,"benthic.juvenile",8585,8585,8585,"1997-09-11 14:00:00",-161.98131,54.39693,49.63234,"-161.98131:54.39693:-49.63234;","true",253.08333,0,600,42.6853,0,7.40865,31.94918
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",9,"benthic.juvenile",8585,8585,8585,"1997-09-11 14:20:00",-161.98131,54.39693,49.63234,"-161.98131:54.39693:-49.63234;-161.98131:54.39693:-49.63234;","false",253.09722,0.01389,600,42.6853,0,7.40865,31.94918
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",8,"benthic.juvenile",8589,8589,8589,"1997-09-10 05:20:00",-154.83414,56.32397,17.72917,"-154.83414:56.32397:-17.72917;","true",251.72222,0,600,42.00893,0,11.54825,32.32254
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_050to150m",8,"benthic.juvenile",8589,8589,8589,"1997-09-10 05:40:00",-154.83414,56.32397,17.72917,"-154.83414:56.32397:-17.72917;-154.83414:56.32397:-17.72917;","false",251.73611,0.01389,600,42.00893,0,11.54825,32.32254
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8632,8632,8632,"1997-09-10 16:40:00",-152.06442,58.36059,45.12154,"-152.06442:58.36059:-45.12154;","true",252.19444,0,600,42.01477,0,8.61504,32.13429
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8632,8632,8632,"1997-09-10 17:00:00",-152.06442,58.36059,45.12154,"-152.06442:58.36059:-45.12154;-152.06442:58.36059:-45.12154;","false",252.20833,0.01389,600,42.01477,0,8.61504,32.13429
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8637,8637,8637,"1997-09-12 09:00:00",-151.95205,58.31079,27.36438,"-151.95205:58.31079:-27.36438;","true",253.875,0,600,42.00893,0,9.76136,31.958
"egg01","SpawningArea_300to600m",6,"benthic.juvenile","NurseryArea_000to050m",9,"benthic.juvenile",8637,8637,8637,"1997-09-12 09:20:00",-151.95205,58.31079,27.36438,"-151.95205:58.31079:-27.36438;-151.95205:58.31079:-27.36438;","false",253.88889,0.01389,600,42.00893,0,9.76136,31.958
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8653,8653,8653,"1997-09-10 01:40:00",-157.06463,56.57252,37.06548,"-157.06463:56.57252:-37.06548;","true",251.56944,0,600,42.00893,0,8.84237,32.00203
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",10,"benthic.juvenile",8653,8653,8653,"1997-09-10 02:00:00",-157.06463,56.57252,37.06548,"-157.06463:56.57252:-37.06548;-157.06463:56.57252:-37.06548;","false",251.58333,0.01389,600,42.00893,0,8.84237,32.00203
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",9,"benthic.juvenile",8721,8721,8721,"1997-09-11 18:40:00",-154.99131,56.16789,44.43942,"-154.99131:56.16789:-44.43942;","true",253.27778,0,600,42.01477,0,10.88242,32.39624
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",9,"benthic.juvenile",8721,8721,8721,"1997-09-11 19:00:00",-154.99131,56.16789,44.43942,"-154.99131:56.16789:-44.43942;-154.99131:56.16789:-44.43942;","false",253.29167,0.01389,600,42.01477,0,10.88242,32.39624
"egg01","SpawningArea_300to600m",5,"benthic.juvenile","NurseryArea_050to150m",7,"benthic.juvenile",8738,8738,8738,"1997-09-10 13:40:00",-152.89324,57.18658,33.89409,"-152.89324:57.18658:-33.89409;","true",252.06944,0,600,42.00893,0,10.80693,32.23906
